Status Id;Control Sense Id;Id status main;Id status type;Id status detail;Id equipment;Equipo;Id employee;Inicio de estado;Duración HR numérico;Fin de estado;Date cube;Duración Hr.;Hour;Id type status;Id detail status;Main status;Type status;Detail status
395387;395387;5;17;1501;59;Carguio en Mina;127;2025-01-29 01:51:50.189729;294.78;2025-02-10 08:38:42.297626;2025-01-28;294.7811410825;1;17;2409;OUTOFPLAN;Programado;Fuera de plan
397090;397090;5;17;2409;89;Acarreo en Mina;153;2025-02-04 14:22:05.001825;2.75;2025-02-04 17:06:54.339087;2025-02-04;2.74703812833333;14;17;2409;OUTOFPLAN;Programado;Fuera de plan
397095;397095;5;17;2409;84;Acarreo en Mina;148;2025-02-04 14:45:49.078932;26.42;2025-02-05 17:10:48.139087;2025-02-04;26.4164055986111;14;17;2409;OUTOFPLAN;Programado;Fuera de plan
397099;397099;5;17;2409;87;Acarreo en Mina;153;2025-02-04 14:55:14.592033;0.18;2025-02-04 15:06:01.749784;2025-02-04;0.179766041944444;14;17;2409;OUTOFPLAN;Programado;Fuera de plan
397102;397102;5;17;2409;88;Acarreo en Mina;151;2025-02-04 15:03:29.344687;0.34;2025-02-04 15:23:48.409616;2025-02-04;0.338629146944444;15;17;2409;OUTOFPLAN;Programado;Fuera de plan
397109;397109;5;17;2409;85;Acarreo en Mina;155;2025-02-04 15:10:39.296889;0.17;2025-02-04 15:21:07.746453;2025-02-04;0.174569323333333;15;17;2409;OUTOFPLAN;Programado;Fuera de plan
397128;397128;5;17;2409;85;Acarreo en Mina;155;2025-02-04 16:01:39.461038;1.03;2025-02-04 17:03:38.422;2025-02-04;1.03304471166667;16;17;2409;OUTOFPLAN;Programado;Fuera de plan
397137;397137;5;17;2409;87;Acarreo en Mina;153;2025-02-04 16:07:54.492346;1.21;2025-02-04 17:20:17.956101;2025-02-04;1.20651770972222;16;17;2409;OUTOFPLAN;Programado;Fuera de plan
397141;397141;5;17;2409;88;Acarreo en Mina;152;2025-02-04 16:49:09.743246;0.11;2025-02-04 16:55:54.489;2025-02-04;0.112429376111111;16;17;2409;OUTOFPLAN;Programado;Fuera de plan
397148;397148;5;17;2409;86;Acarreo en Mina;152;2025-02-04 17:18:50.921678;30.99;2025-02-06 00:18:25.442;2025-02-04;30.9929223116667;17;17;2409;OUTOFPLAN;Programado;Fuera de plan
397310;397310;5;17;2409;85;Acarreo en Mina;138;2025-02-05 07:37:56.268381;0.03;2025-02-05 07:40:01.089051;2025-02-05;0.0346724083333333;7;17;2409;OUTOFPLAN;Programado;Fuera de plan
397311;397311;5;17;2409;89;Acarreo en Mina;137;2025-02-05 07:38:00.281214;0.77;2025-02-05 08:24:13.258553;2025-02-05;0.770271483055556;7;17;2409;OUTOFPLAN;Programado;Fuera de plan
397312;397312;5;17;2409;88;Acarreo en Mina;139;2025-02-05 07:38:24.456597;0.77;2025-02-05 08:24:23.449401;2025-02-05;0.76638689;7;17;2409;OUTOFPLAN;Programado;Fuera de plan
397318;397318;5;17;2409;85;Acarreo en Mina;138;2025-02-05 07:45:25.626226;0.63;2025-02-05 08:23:25.928;2025-02-05;0.633417159444444;7;17;2409;OUTOFPLAN;Programado;Fuera de plan
397344;397344;5;17;2409;87;Acarreo en Mina;140;2025-02-05 09:37:54.850044;0.63;2025-02-05 10:15:45.730182;2025-02-05;0.630800038333333;9;17;2409;OUTOFPLAN;Programado;Fuera de plan
397460;397460;5;17;2409;84;Acarreo en Mina;128;2025-02-05 17:16:27.67107;6.79;2025-02-06 00:03:42.733688;2025-02-05;6.78751739388889;17;17;2409;OUTOFPLAN;Programado;Fuera de plan
397723;397723;5;17;2409;86;Acarreo en Mina;145;2025-02-06 07:57:25.831314;1.35;2025-02-06 09:18:08.954;2025-02-06;1.34531185722222;7;17;2409;OUTOFPLAN;Programado;Fuera de plan
397748;397748;5;17;2409;85;Acarreo en Mina;158;2025-02-06 09:20:33.913348;6.48;2025-02-06 15:49:24.391079;2025-02-06;6.48068825861111;9;17;2409;OUTOFPLAN;Programado;Fuera de plan
397858;397858;5;17;2409;88;Acarreo en Mina;128;2025-02-06 18:25:32.310628;1.10;2025-02-06 19:31:21.559725;2025-02-06;1.09701363805556;18;17;2409;OUTOFPLAN;Programado;Fuera de plan
397965;397965;5;17;2409;89;Acarreo en Mina;145;2025-02-07 00:13:04.876929;2.97;2025-02-07 03:11:06.341;2025-02-06;2.96707335305556;0;17;2409;OUTOFPLAN;Programado;Fuera de plan
398138;398138;5;17;2409;87;Acarreo en Mina;136;2025-02-07 09:37:24.204272;0.49;2025-02-07 10:06:55.599828;2025-02-07;0.492054321111111;9;17;2409;OUTOFPLAN;Programado;Fuera de plan
398165;398165;5;17;2409;87;Acarreo en Mina;131;2025-02-07 12:06:48.625521;2.29;2025-02-07 14:24:20.992354;2025-02-07;2.29232412027778;12;17;2409;OUTOFPLAN;Programado;Fuera de plan
398180;398180;5;17;2409;86;Acarreo en Mina;136;2025-02-07 12:52:08.461784;16.45;2025-02-08 05:18:52.355;2025-02-07;16.4455258933333;12;17;2409;OUTOFPLAN;Programado;Fuera de plan
398236;398236;5;17;2409;87;Acarreo en Mina;131;2025-02-07 15:03:42.496477;9.54;2025-02-08 00:36:07.1456;2025-02-07;9.54018031194444;15;17;2409;OUTOFPLAN;Programado;Fuera de plan
398239;398239;5;17;2409;84;Acarreo en Mina;140;2025-02-07 15:09:00.346851;1.09;2025-02-07 16:14:24.07575;2025-02-07;1.08992469416667;15;17;2409;OUTOFPLAN;Programado;Fuera de plan
398241;398241;5;17;2409;88;Acarreo en Mina;139;2025-02-07 15:10:53.959519;1.09;2025-02-07 16:16:21.587488;2025-02-07;1.09100776916667;15;17;2409;OUTOFPLAN;Programado;Fuera de plan
398244;398244;5;17;2409;85;Acarreo en Mina;138;2025-02-07 15:15:13.921824;1.02;2025-02-07 16:16:24.790504;2025-02-07;1.01968574444444;15;17;2409;OUTOFPLAN;Programado;Fuera de plan
398245;398245;5;17;2409;89;Acarreo en Mina;137;2025-02-07 15:15:18.136485;1.02;2025-02-07 16:16:29.324453;2025-02-07;1.01977443555556;15;17;2409;OUTOFPLAN;Programado;Fuera de plan
398335;398335;5;17;2409;88;Acarreo en Mina;129;2025-02-07 19:33:26.903968;5.03;2025-02-08 00:35:08.364;2025-02-07;5.02818334222222;19;17;2409;OUTOFPLAN;Programado;Fuera de plan
398441;398441;5;17;2409;85;Acarreo en Mina;158;2025-02-08 00:37:28.267261;1.42;2025-02-08 02:02:28.842;2025-02-07;1.41682631638889;0;17;2409;OUTOFPLAN;Programado;Fuera de plan
398442;398442;5;17;2409;84;Acarreo en Mina;136;2025-02-08 00:40:28.147908;1.36;2025-02-08 02:02:16.438718;2025-02-07;1.36341411388889;0;17;2409;OUTOFPLAN;Programado;Fuera de plan
398449;398449;5;17;2409;87;Acarreo en Mina;143;2025-02-08 02:18:00.661864;3.68;2025-02-08 05:58:34.946;2025-02-07;3.67619003777778;2;17;2409;OUTOFPLAN;Programado;Fuera de plan
398450;398450;5;17;2409;88;Acarreo en Mina;142;2025-02-08 02:20:57.294687;2.74;2025-02-08 05:05:20.407332;2025-02-07;2.7397535125;2;17;2409;OUTOFPLAN;Programado;Fuera de plan
398490;398490;5;17;2409;84;Acarreo en Mina;136;2025-02-08 04:22:35.733691;0.58;2025-02-08 04:57:37.854248;2025-02-07;0.583922376944444;4;17;2409;OUTOFPLAN;Programado;Fuera de plan
398559;398559;5;17;2409;85;Acarreo en Mina;138;2025-02-08 07:29:37.725753;0.23;2025-02-08 07:43:42.897947;2025-02-08;0.234770053888889;7;17;2409;OUTOFPLAN;Programado;Fuera de plan
398560;398560;5;17;2409;86;Acarreo en Mina;139;2025-02-08 07:35:27.132104;0.15;2025-02-08 07:44:16.735037;2025-02-08;0.147111925833333;7;17;2409;OUTOFPLAN;Programado;Fuera de plan
398561;398561;5;17;2409;87;Acarreo en Mina;128;2025-02-08 07:35:32.086322;5.22;2025-02-08 12:48:48.340961;2025-02-08;5.22118184416667;7;17;2409;OUTOFPLAN;Programado;Fuera de plan
398562;398562;5;17;2409;89;Acarreo en Mina;137;2025-02-08 07:38:25.89031;0.04;2025-02-08 07:40:56.484262;2025-02-08;0.0418316533333333;7;17;2409;OUTOFPLAN;Programado;Fuera de plan
398565;398565;5;17;2409;88;Acarreo en Mina;131;2025-02-08 07:43:07.563487;2.44;2025-02-08 10:09:33.373802;2025-02-08;2.44050286527778;7;17;2409;OUTOFPLAN;Programado;Fuera de plan
398591;398591;5;17;2409;85;Acarreo en Mina;138;2025-02-08 09:38:19.205202;0.09;2025-02-08 09:43:59.885;2025-02-08;0.0946332772222222;9;17;2409;OUTOFPLAN;Programado;Fuera de plan
398641;398641;5;17;2409;89;Acarreo en Mina;137;2025-02-08 13:12:13.206716;1.91;2025-02-08 15:06:34.813523;2025-02-08;1.90600189083333;13;17;2409;OUTOFPLAN;Programado;Fuera de plan
398644;398644;5;17;2409;86;Acarreo en Mina;139;2025-02-08 13:34:29.58122;1.30;2025-02-08 14:52:31.728035;2025-02-08;1.3005963375;13;17;2409;OUTOFPLAN;Programado;Fuera de plan
398671;398671;5;17;2409;88;Acarreo en Mina;137;2025-02-08 14:52:18.576912;0.08;2025-02-08 14:57:21.930505;2025-02-08;0.0842648869444444;14;17;2409;OUTOFPLAN;Programado;Fuera de plan
398678;398678;5;17;2409;88;Acarreo en Mina;137;2025-02-08 16:18:04.438972;0.78;2025-02-08 17:04:38.545053;2025-02-08;0.776140578055555;16;17;2409;OUTOFPLAN;Programado;Fuera de plan
398683;398683;5;17;2409;87;Acarreo en Mina;138;2025-02-08 16:27:45.708727;0.46;2025-02-08 16:55:31.806;2025-02-08;0.462804798055556;16;17;2409;OUTOFPLAN;Programado;Fuera de plan
398684;398684;5;17;2409;89;Acarreo en Mina;128;2025-02-08 16:31:10.09702;0.41;2025-02-08 16:55:40.701882;2025-02-08;0.408501350555556;16;17;2409;OUTOFPLAN;Programado;Fuera de plan
398687;398687;5;17;2409;84;Acarreo en Mina;140;2025-02-08 16:42:34.86571;1.83;2025-02-08 18:32:10.880547;2025-02-08;1.82667078805556;16;17;2409;OUTOFPLAN;Programado;Fuera de plan
398697;398697;5;17;2409;89;Acarreo en Mina;128;2025-02-08 17:36:43.584478;0.61;2025-02-08 18:13:32.308705;2025-02-08;0.6135345075;17;17;2409;OUTOFPLAN;Programado;Fuera de plan
398698;398698;5;17;2409;88;Acarreo en Mina;137;2025-02-08 17:36:48.32782;1.88;2025-02-08 19:29:37.868089;2025-02-08;1.8804278525;17;17;2409;OUTOFPLAN;Programado;Fuera de plan
398699;398699;5;17;2409;86;Acarreo en Mina;139;2025-02-08 17:37:22.688861;0.60;2025-02-08 18:13:24.584256;2025-02-08;0.600526498611111;17;17;2409;OUTOFPLAN;Programado;Fuera de plan
398701;398701;5;17;2409;87;Acarreo en Mina;138;2025-02-08 17:42:49.179895;0.51;2025-02-08 18:13:28.736719;2025-02-08;0.510988006666667;17;17;2409;OUTOFPLAN;Programado;Fuera de plan
398725;398725;5;17;2409;85;Acarreo en Mina;138;2025-02-08 18:46:01.902353;4.16;2025-02-08 22:55:40.879891;2025-02-08;4.16082709388889;18;17;2409;OUTOFPLAN;Programado;Fuera de plan
398812;398812;5;17;2409;84;Acarreo en Mina;136;2025-02-08 20:47:26.132688;5.85;2025-02-09 02:38:36.563081;2025-02-08;5.85289733138889;20;17;2409;OUTOFPLAN;Programado;Fuera de plan
398816;398816;5;17;2409;86;Acarreo en Mina;142;2025-02-08 21:01:32.858038;0.53;2025-02-08 21:33:24.931;2025-02-08;0.531131378333333;21;17;2409;OUTOFPLAN;Programado;Fuera de plan
398819;398819;5;17;2409;88;Acarreo en Mina;129;2025-02-08 21:06:18.163313;0.43;2025-02-08 21:31:59.828932;2025-02-08;0.428240449722222;21;17;2409;OUTOFPLAN;Programado;Fuera de plan
398898;398898;5;17;2409;88;Acarreo en Mina;143;2025-02-09 02:18:18.860902;13.16;2025-02-09 15:27:46.955782;2025-02-08;13.1578041333333;2;17;2409;OUTOFPLAN;Programado;Fuera de plan
398901;398901;5;17;2409;86;Acarreo en Mina;136;2025-02-09 02:30:16.958899;5.72;2025-02-09 08:13:40;2025-02-08;5.7230669725;2;17;2409;OUTOFPLAN;Programado;Fuera de plan
398948;398948;5;17;2409;85;Acarreo en Mina;145;2025-02-09 04:03:11.502312;4.72;2025-02-09 08:46:20.856083;2025-02-08;4.71926493638889;4;17;2409;OUTOFPLAN;Programado;Fuera de plan
398961;398961;5;17;2409;84;Acarreo en Mina;136;2025-02-09 05:54:04.547253;0.07;2025-02-09 05:58:10.523491;2025-02-08;0.0683267327777778;5;17;2409;OUTOFPLAN;Programado;Fuera de plan
398998;398998;5;17;2409;89;Acarreo en Mina;145;2025-02-09 08:40:29.765268;3.25;2025-02-09 11:55:12.319;2025-02-09;3.24515381444444;8;17;2409;OUTOFPLAN;Programado;Fuera de plan
399012;399012;5;17;2409;85;Acarreo en Mina;138;2025-02-09 09:09:10.759185;2.65;2025-02-09 11:48:23.126;2025-02-09;2.65343522638889;9;17;2409;OUTOFPLAN;Programado;Fuera de plan
399015;399015;5;17;2409;87;Acarreo en Mina;139;2025-02-09 09:15:01.376704;10.07;2025-02-09 19:18:55.776571;2025-02-09;10.0651110741667;9;17;2409;OUTOFPLAN;Programado;Fuera de plan
399045;399045;5;17;2409;86;Acarreo en Mina;138;2025-02-09 10:16:46.918023;3.54;2025-02-09 13:49:19.964912;2025-02-09;3.54251302472222;10;17;2409;OUTOFPLAN;Programado;Fuera de plan
399060;399060;5;17;2409;84;Acarreo en Mina;140;2025-02-09 11:58:29.641949;0.81;2025-02-09 12:47:06.653559;2025-02-09;0.810281002777778;11;17;2409;OUTOFPLAN;Programado;Fuera de plan
399076;399076;5;17;2409;89;Acarreo en Mina;137;2025-02-09 12:47:57.349414;0.08;2025-02-09 12:52:46.851282;2025-02-09;0.0804171855555556;12;17;2409;OUTOFPLAN;Programado;Fuera de plan
399079;399079;5;17;2409;85;Acarreo en Mina;138;2025-02-09 12:48:39.527135;1.31;2025-02-09 14:07:09.017;2025-02-09;1.30819162916667;12;17;2409;OUTOFPLAN;Programado;Fuera de plan
399091;399091;5;17;2409;89;Acarreo en Mina;128;2025-02-09 15:27:56.334874;0.49;2025-02-09 15:57:31.296255;2025-02-09;0.493044828055556;15;17;2409;OUTOFPLAN;Programado;Fuera de plan
399124;399124;5;17;2409;84;Acarreo en Mina;140;2025-02-09 16:56:46.857353;0.09;2025-02-09 17:02:10.356207;2025-02-09;0.0898607927777778;16;17;2409;OUTOFPLAN;Programado;Fuera de plan
399126;399126;5;17;2409;85;Acarreo en Mina;138;2025-02-09 16:56:54.022281;0.16;2025-02-09 17:06:44.920202;2025-02-09;0.164138311388889;16;17;2409;OUTOFPLAN;Programado;Fuera de plan
399127;399127;5;17;2409;86;Acarreo en Mina;139;2025-02-09 16:57:01.091702;0.16;2025-02-09 17:06:31.327804;2025-02-09;0.158398917222222;16;17;2409;OUTOFPLAN;Programado;Fuera de plan
399129;399129;5;17;2409;88;Acarreo en Mina;137;2025-02-09 16:57:26.492681;0.15;2025-02-09 17:06:34.636702;2025-02-09;0.152262228055556;16;17;2409;OUTOFPLAN;Programado;Fuera de plan
399130;399130;5;17;2409;89;Acarreo en Mina;21;2025-02-09 16:57:31.273526;0.10;2025-02-09 17:03:42.399;2025-02-09;0.103090409444444;16;17;2409;OUTOFPLAN;Programado;Fuera de plan
399229;399229;5;17;2409;89;Acarreo en Mina;145;2025-02-09 20:13:57.651229;3.10;2025-02-09 23:20:13.69;2025-02-09;3.10445521416667;20;17;2409;OUTOFPLAN;Programado;Fuera de plan
399233;399233;5;17;2409;84;Acarreo en Mina;140;2025-02-09 20:15:12.970792;2.87;2025-02-09 23:07:24.807479;2025-02-09;2.86995463527778;20;17;2409;OUTOFPLAN;Programado;Fuera de plan
399234;399234;5;17;2409;88;Acarreo en Mina;129;2025-02-09 20:19:58.864111;4.43;2025-02-10 00:46:04.311203;2025-02-09;4.43484641444444;20;17;2409;OUTOFPLAN;Programado;Fuera de plan
399235;399235;5;17;2409;87;Acarreo en Mina;143;2025-02-09 20:20:11.181135;3.04;2025-02-09 23:22:40.445;2025-02-09;3.04146218472222;20;17;2409;OUTOFPLAN;Programado;Fuera de plan
399249;399249;5;17;2409;85;Acarreo en Mina;158;2025-02-09 20:40:50.643396;2.67;2025-02-09 23:20:45.688;2025-02-09;2.66529016777778;20;17;2409;OUTOFPLAN;Programado;Fuera de plan
399322;399322;5;17;2409;87;Acarreo en Mina;143;2025-02-10 01:26:35.328563;1.07;2025-02-10 02:30:32.829;2025-02-09;1.06597234361111;1;17;2409;OUTOFPLAN;Programado;Fuera de plan
399348;399348;5;17;2409;86;Acarreo en Mina;142;2025-02-09 20:20:54;2.76;2025-02-09 23:06:44.3;2025-02-09;2.76397222222222;20;17;2409;OUTOFPLAN;Programado;Fuera de plan
399370;399370;5;17;2409;87;Acarreo en Mina;143;2025-02-10 05:47:03.883982;0.83;2025-02-10 06:36:56.046591;2025-02-09;0.831156280277778;5;17;2409;OUTOFPLAN;Programado;Fuera de plan
399373;399373;5;17;2409;89;Acarreo en Mina;145;2025-02-10 06:07:09.559203;2.44;2025-02-10 08:33:47.984718;2025-02-09;2.4440070875;6;17;2409;OUTOFPLAN;Programado;Fuera de plan
399424;399424;5;17;2409;88;Acarreo en Mina;137;2025-02-10 07:26:44.928871;1.71;2025-02-10 09:09:08.507163;2025-02-10;1.70654952555556;7;17;2409;OUTOFPLAN;Programado;Fuera de plan
399429;399429;5;17;2409;87;Acarreo en Mina;138;2025-02-10 07:56:11.052936;0.08;2025-02-10 08:00:46.454144;2025-02-10;0.0765003355555555;7;17;2409;OUTOFPLAN;Programado;Fuera de plan
399431;399431;5;17;2409;86;Acarreo en Mina;139;2025-02-10 08:18:26.258074;0.25;2025-02-10 08:33:41.906989;2025-02-10;0.254346920833333;8;17;2409;OUTOFPLAN;Programado;Fuera de plan
399436;399436;5;17;2409;87;Acarreo en Mina;138;2025-02-10 09:03:41.107567;0.73;2025-02-10 09:47:46.879784;2025-02-10;0.734936726944444;9;17;2409;OUTOFPLAN;Programado;Fuera de plan
399438;399438;5;17;2409;89;Acarreo en Mina;137;2025-02-10 09:05:34.796732;0.71;2025-02-10 09:47:58.001677;2025-02-10;0.706445818055556;9;17;2409;OUTOFPLAN;Programado;Fuera de plan
399440;399440;5;17;2409;86;Acarreo en Mina;139;2025-02-10 09:09:04.11906;0.65;2025-02-10 09:47:53.258405;2025-02-10;0.646983151388889;9;17;2409;OUTOFPLAN;Programado;Fuera de plan
399500;399500;5;17;2409;87;Acarreo en Mina;138;2025-02-10 12:16:42.007892;1.65;2025-02-10 13:55:37.372;2025-02-10;1.64871225222222;12;17;2409;OUTOFPLAN;Programado;Fuera de plan
399503;399503;5;17;2409;84;Acarreo en Mina;140;2025-02-10 12:20:12.791067;1.61;2025-02-10 13:56:48.117971;2025-02-10;1.60981302888889;12;17;2409;OUTOFPLAN;Programado;Fuera de plan
399518;399518;5;17;2409;89;Acarreo en Mina;137;2025-02-10 13:57:12.688258;1.60;2025-02-10 15:33:11.099873;2025-02-10;1.59955878194444;13;17;2409;OUTOFPLAN;Programado;Fuera de plan
399521;399521;5;17;2409;88;Acarreo en Mina;128;2025-02-10 14:18:03.667128;1.66;2025-02-10 15:57:54.034949;2025-02-10;1.66399106138889;14;17;2409;OUTOFPLAN;Programado;Fuera de plan
399527;399527;5;17;2409;86;Acarreo en Mina;139;2025-02-10 14:50:11.645991;1.13;2025-02-10 15:58:02.119859;2025-02-10;1.13068718555556;14;17;2409;OUTOFPLAN;Programado;Fuera de plan
399531;399531;5;17;2409;85;Acarreo en Mina;158;2025-02-10 15:12:45.236766;6.03;2025-02-10 21:14:35.2;2025-02-10;6.03054534277778;15;17;2409;OUTOFPLAN;Programado;Fuera de plan
399636;399636;5;17;2409;84;Acarreo en Mina;140;2025-02-10 21:03:27.576907;1.06;2025-02-10 22:06:52.372181;2025-02-10;1.05688757611111;21;17;2409;OUTOFPLAN;Programado;Fuera de plan
399642;399642;5;17;2409;86;Acarreo en Mina;142;2025-02-10 21:10:14.807393;0.03;2025-02-10 21:12:03.589;2025-02-10;0.0302171130555556;21;17;2409;OUTOFPLAN;Programado;Fuera de plan
399915;399915;5;17;2409;88;Acarreo en Mina;139;2025-02-11 19:07:53.396194;0.51;2025-02-11 19:38:27.817;2025-02-11;0.509561335;19;17;2409;OUTOFPLAN;Programado;Fuera de plan
400219;400219;5;17;2409;86;Acarreo en Mina;140;2025-02-12 18:56:13.221367;4.24;2025-02-12 23:10:42.091;2025-02-12;4.24135267583333;18;17;2409;OUTOFPLAN;Programado;Fuera de plan
400358;400358;5;17;2409;86;Acarreo en Mina;142;2025-02-13 05:53:36.007691;2.09;2025-02-13 07:59:00.293;2025-02-12;2.0900792525;5;17;2409;OUTOFPLAN;Programado;Fuera de plan
400526;400526;5;17;2409;87;Acarreo en Mina;140;2025-02-13 17:32:39.525332;9.35;2025-02-14 02:53:41.282;2025-02-13;9.35048796333333;17;17;2409;OUTOFPLAN;Programado;Fuera de plan
400567;400567;5;17;2409;88;Acarreo en Mina;145;2025-02-13 19:16:18.76928;0.02;2025-02-13 19:17:27.982;2025-02-13;0.0192257555555556;19;17;2409;OUTOFPLAN;Programado;Fuera de plan
400569;400569;5;17;2409;88;Acarreo en Mina;145;2025-02-13 19:20:29.347794;0.48;2025-02-13 19:49:34.28;2025-02-13;0.484703390555556;19;17;2409;OUTOFPLAN;Programado;Fuera de plan
400570;400570;5;17;2409;85;Acarreo en Mina;158;2025-02-13 19:20:36.787526;0.43;2025-02-13 19:46:07.31;2025-02-13;0.425145131666667;19;17;2409;OUTOFPLAN;Programado;Fuera de plan
400571;400571;5;17;2409;86;Acarreo en Mina;143;2025-02-13 19:20:41.097632;0.58;2025-02-13 19:55:44.174;2025-02-13;0.58418788;19;17;2409;OUTOFPLAN;Programado;Fuera de plan
400575;400575;5;17;2409;89;Acarreo en Mina;136;2025-02-13 19:32:12.980493;0.41;2025-02-13 19:56:31.517;2025-02-13;0.405149029722222;19;17;2409;OUTOFPLAN;Programado;Fuera de plan
400639;400639;5;17;2409;88;Acarreo en Mina;145;2025-02-14 02:46:38.018563;22.98;2025-02-15 01:45:21.592;2025-02-13;22.9787703991667;2;17;2409;OUTOFPLAN;Programado;Fuera de plan
400663;400649;5;17;2409;85;Acarreo en Mina;158;2025-02-14 03:46:17;10.03;2025-02-14 13:47:55.966454;2025-02-13;10.0274906816667;3;17;2409;OUTOFPLAN;Programado;Fuera de plan
400850;400850;5;17;2409;86;Acarreo en Mina;138;2025-02-14 18:24:08.255731;1.35;2025-02-14 19:45:18.12;2025-02-14;1.35274007472222;18;17;2409;OUTOFPLAN;Programado;Fuera de plan
400891;400891;5;17;2409;85;Acarreo en Mina;138;2025-02-14 19:39:04.388436;5.33;2025-02-15 00:58:53.397278;2025-02-14;5.33028023388889;19;17;2409;OUTOFPLAN;Programado;Fuera de plan
400926;400926;5;17;2409;89;Acarreo en Mina;145;2025-02-15 00:19:09.760608;0.66;2025-02-15 00:59:02.048;2025-02-14;0.664524275555556;0;17;2409;OUTOFPLAN;Programado;Fuera de plan
400947;400946;5;17;2409;85;Acarreo en Mina;158;2025-02-15 01:30:28;7.93;2025-02-15 09:26:28.72136;2025-02-14;7.93353371111111;1;17;2409;OUTOFPLAN;Programado;Fuera de plan
400957;400957;5;17;2409;86;Acarreo en Mina;142;2025-02-15 02:58:00.263945;6.61;2025-02-15 09:34:25.79;2025-02-14;6.60709057083333;2;17;2409;OUTOFPLAN;Programado;Fuera de plan
401249;401249;5;17;2409;86;Acarreo en Mina;142;2025-02-15 20:29:26.790236;0.92;2025-02-15 21:24:30.726666;2025-02-15;0.917760119444444;20;17;2409;OUTOFPLAN;Programado;Fuera de plan
401270;401270;5;17;2409;86;Acarreo en Mina;129;2025-02-15 22:54:59.747465;0.27;2025-02-15 23:10:59.201;2025-02-15;0.266514870833333;22;17;2409;OUTOFPLAN;Programado;Fuera de plan
401276;401276;5;17;2409;87;Acarreo en Mina;143;2025-02-15 23:10:20.473402;1.78;2025-02-16 00:57:24.755;2025-02-15;1.78452266611111;23;17;2409;OUTOFPLAN;Programado;Fuera de plan
401319;401319;5;17;2409;86;Acarreo en Mina;142;2025-02-16 02:58:21.775407;0.80;2025-02-16 03:46:15.474847;2025-02-15;0.798249844444444;2;17;2409;OUTOFPLAN;Programado;Fuera de plan
401638;401638;5;17;2409;88;Acarreo en Mina;137;2025-02-16 19:57:17.886985;0.93;2025-02-16 20:53:10.101;2025-02-16;0.931170559722222;19;17;2409;OUTOFPLAN;Programado;Fuera de plan
401915;401915;5;17;2409;86;Acarreo en Mina;131;2025-02-17 18:49:56.479539;9.38;2025-02-18 04:12:56.97792;2025-02-17;9.3834717725;18;17;2409;OUTOFPLAN;Programado;Fuera de plan
402386;402380;5;17;2409;88;Acarreo en Mina;145;2025-02-18 23:10:43;5.62;2025-02-19 04:48:09.144469;2025-02-18;5.62392901916667;23;17;2409;OUTOFPLAN;Programado;Fuera de plan
402398;402398;5;17;2409;89;Acarreo en Mina;136;2025-02-19 00:34:30.974582;2.46;2025-02-19 03:01:56.142;2025-02-18;2.45699094944444;0;17;2409;OUTOFPLAN;Programado;Fuera de plan
402438;402438;5;17;2409;86;Acarreo en Mina;142;2025-02-19 04:12:45.130272;0.10;2025-02-19 04:18:31.837;2025-02-18;0.0963074244444444;4;17;2409;OUTOFPLAN;Programado;Fuera de plan
402457;402457;5;17;2409;87;Acarreo en Mina;143;2025-02-19 05:49:35.684796;0.32;2025-02-19 06:08:46.412739;2025-02-18;0.319646650833333;5;17;2409;OUTOFPLAN;Programado;Fuera de plan
402467;402467;5;17;2409;89;Acarreo en Mina;136;2025-02-19 06:50:08.655908;8.25;2025-02-19 15:04:52.787;2025-02-18;8.24559197;6;17;2409;OUTOFPLAN;Programado;Fuera de plan
402691;402691;5;17;2409;85;Acarreo en Mina;138;2025-02-19 18:00:28.520759;1.14;2025-02-19 19:08:53.117;2025-02-19;1.1401656225;18;17;2409;OUTOFPLAN;Programado;Fuera de plan
402728;402728;5;17;2409;87;Acarreo en Mina;140;2025-02-19 19:04:39.523151;0.82;2025-02-19 19:53:44.757;2025-02-19;0.818120513611111;19;17;2409;OUTOFPLAN;Programado;Fuera de plan
402751;402751;5;17;2409;89;Acarreo en Mina;143;2025-02-19 21:57:35.536475;6.27;2025-02-20 04:13:59.855;2025-02-19;6.2734218125;21;17;2409;OUTOFPLAN;Programado;Fuera de plan
402778;402778;5;17;2409;87;Acarreo en Mina;143;2025-02-20 04:05:36.463124;0.05;2025-02-20 04:08:31.130949;2025-02-19;0.0485188402777778;4;17;2409;OUTOFPLAN;Programado;Fuera de plan
402781;402781;5;17;2409;87;Acarreo en Mina;143;2025-02-20 04:10:56.419231;15.43;2025-02-20 19:36:44.675;2025-02-19;15.4300710469444;4;17;2409;OUTOFPLAN;Programado;Fuera de plan
402914;402914;5;17;2409;85;Acarreo en Mina;157;2025-02-20 17:03:31.076624;2.77;2025-02-20 19:49:27.251;2025-02-20;2.76560399333333;17;17;2409;OUTOFPLAN;Programado;Fuera de plan
402947;402947;5;17;2409;87;Acarreo en Mina;154;2025-02-20 20:06:02.843946;5.83;2025-02-21 01:56:06.566634;2025-02-20;5.83436741333333;20;17;2409;OUTOFPLAN;Programado;Fuera de plan
403097;403097;5;17;2409;85;Acarreo en Mina;154;2025-02-21 13:42:22.058551;0.64;2025-02-21 14:21:02.049343;2025-02-21;0.644441886666667;13;17;2409;OUTOFPLAN;Programado;Fuera de plan
