Control Sense Id;Id equipment hauling;Id equipment loading;Id location dump;Id location load;Id polygon;Id material;Id crew hauling;Id crew loading;Hour hauling;Hour loading;Hour Dumping;Time loading;Time Dumping;Shift hauling;Shift loading;Id employee hauling;Id employee loading;Date cube hauling;Date cube loading;Ley Bloque Au;Ley Bloque Cu;Ley Bloque Sec;Ley Bloque CUSS;Ley Bloque OX;Ley Bloque AUPPM;Ley Bloque AGPPM;Ley Bloque MOPCT;Ley Bloque PBPCT;Ley Bloque FEPCT;Ley Bloque ZNPCT;Ley Bloque SPCT;Ley Bloque CAPCT;Ley Bloque HIGZN;Ley Bloque ASPPM;Ley Bloque REL;Ley Bloque RQD;Ley Bloque RMR;Ley Bloque IS;Ley Bloque MINZ;Ley Bloque KAOLI;Ley Bloque EXPCL;Ley Bloque TOTCL;Ley Bloque CPCT;Ley Bloque HUMC;Ley Bloque PIROF;Ley Bloque CLORI;Ley Bloque AP;Ley Bloque NP;Ley Bloque RECCU;Ley Bloque SPI;Ley Bloque BWI;Ley Bloque FP;Ley Bloque UCS;Ley Polígono Au;Ley Polígono Cu;Ley Polígono Sec;Ley Polígono CUSS;Ley Polígono OX;Ley Polígono AUPPM;Ley Polígono AGPPM;Ley Polígono MOPCT;Ley Polígono PBPCT;Ley Polígono FEPCT;Ley Polígono ZNPCT;Ley Polígono SPCT;Ley Polígono CAPCT;Ley Polígono HIGZN;Ley Polígono ASPPM;Ley Polígono REL;Ley Polígono RQD;Ley Polígono RMR;Ley Polígono IS;Ley Polígono MINZ;Ley Polígono KAOLI;Ley Polígono EXPCL;Ley Polígono TOTCL;Ley Polígono CPCT;Ley Polígono HUMC;Ley Polígono PIROF;Ley Polígono CLORI;Ley Polígono AP;Ley Polígono NP;Ley Polígono RECCU;Ley Polígono SPI;Ley Polígono BWI;Ley Polígono FP;Ley Polígono UCS;Es reportable-producción;Es reportable-tiempos;Toneladas de sensor;EFH cargado;Distancia real cargado;EFH Vacío (Km);EFH Cargado (Km);Velocidad Cargado (Km/h);Velocidad Vacío (Km/h);Toneladas de sensor cargadas;Ciclo Acarreo (8): Tiempo Cola en Descarga (s);Ciclo Acarreo (1): Tiempo Viajando Vacío (s);Ciclo Carguío (3): Tiempo Spot (s);Ciclo Acarreo (3): Tiempo Listo Para Cuadrarse (s);Ciclo Acarreo (10): Tiempo Listo Para Descarga (s);Tiempo queue en minutos total;Ciclo Acarreo (4): Tiempo Cuadrando (s);Ciclo Acarreo (5): Tiempo Cuadrado (s);Ciclo Acarreo (6): Tiempo Cargando (s);Ciclo Acarreo (7): Tiempo Acarreando (s);Ciclo Acarreo (0): Tiempo Total Ciclo (s);Ciclo Acarreo (11): Tiempo Descargando (s);Ciclo Acarreo (2): Tiempo Llegada (queue) (s);Ciclo Acarreo (9): Tiempo Retrocediendo (s);Ciclo Carguío (0): Tiempo Total Ciclo (s);Ciclo Carguío (2): Tiempo Hang (s);Toneladas de sensor reales;null;Toneladas Inpit Waste ;Toneladas Inpit Ore ;Toneladas Prime Ore ;Toneladas Medium Grade Rehandle ;Toneladas Prime Waste ;Toneladas Low Grade Rehandle ;Toneladas Medium Grade Crusher ;Toneladas Low Grade Crusher ;Toneladas Rehandle Ore ;Toneladas Rehandle Waste ;Toneladas Low Grade Stock ;Toneladas High Grade Crusher ;Toneladas Mineral To Pad Crusher ;Total Toneladas Without Inpit ;Toneladas Mineral To Pad Rehandle ;Toneladas Mineral To Pad Stock ;Toneladas High Grade Stock ;Toneladas Moved Stock ;Toneladas Moved Crusher ;Toneladas Moved Rehandle ;Toneladas High Grade Rehandle ;Toneladas Medium Grade Stock ;Toneladas Sterile Crusher ;Toneladas Sterile Rehandle ;Toneladas Sterile Stock ;Número de pases;Polígono HPGPS;Toneladas ROM To Crusher;Toneladas Mineral To Stock;Toneladas Stock Piles To Crusher;Toneladas Ore To Crusher;Distancia real vacío
579480;34;29;1438;617009;11680;2;;;6;6;6;2024-01-06 06:09:55.765;2024-01-06 06:14:21.822;2;2;45;23;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;96.4;0.38722;0.25573;0.49;0.38722;11.696;12.77;96.4;8.002;84.019;84.026;2.133;0;0.03555;21.877;60.016;180.032;82.02;652.138;38.004;0;176.035;339.022;74.964;96.4;;;;0;96.4;;;;;96.4;;;;;96.4;;;;0;;96.4;;;;;;5;11680;0;0;96.4;96.4;0.28458
579481;32;28;1421;617012;11679;4;;;6;6;6;2024-01-06 06:09:44.766;2024-01-06 06:12:38.904;2;2;98;47;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;100.2;0.71777;1.01913;1.61;0.71777;24.7725;25.5935;100.2;2;276.063;60.025;40.079;0;0.667983333333333;17.946;2;144.042;152.065;692.212;37.944;0;20.073;305.849;101.782;100.2;;;;0;;100.2;;;;;;;;;100.2;;;;100.2;;0;;;;;100.2;7;11679;0;0;0;0;1
579482;66;29;1438;617009;11680;2;;;6;6;6;2024-01-06 06:14:58.884;2024-01-06 06:21:08.954;2;2;55;23;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;94.2;0.23611;0.23113;0.86333;0.23611;17.22;14.9205;94.2;4;148.042;36.01;12.072;0;0.2012;17.935;6.003;232.044;50.006;840.177;54.011;0;316.064;303.119;35.065;94.2;;;;0;94.2;;;;;94.2;;;;;94.2;;;;0;;94.2;;;;;;5;11680;0;0;94.2;94.2;0.28166
579483;35;28;1421;617012;11679;4;;;6;6;6;2024-01-06 06:17:43.102;2024-01-06 06:20:07.202;2;2;15;47;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;90.6;0.57611;0.97744;0.735;0.57611;29.1555;30.2495;90.6;2.014;126.054;58.013;4.129;0;0.0688166666666667;13.877;40.007;138.042;122.028;498.157;31.948;0;20.058;478.336;282.281;90.6;;;;0;;90.6;;;;;;;;;90.6;;;;90.6;;0;;;;;90.6;5;11679;0;0;0;0;1.0236
579484;34;29;1438;617009;11680;2;;;6;6;6;2024-01-06 06:20:45.881;2024-01-06 06:26:07.942;2;2;45;23;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;101;0.38722;0.23435;0.95666;0.38722;10.8465;13.583;101;8.001;164.036;90.008;4.087;0;0.0681166666666667;25.913;60.008;172.028;82.014;790.145;42.012;0;232.046;346.997;84.961;101;;;;0;101;;;;;101;;;;;101;;;;0;;101;;;;;;5;11680;0;0;101;101;0.30199
579485;32;28;1421;617012;11679;4;;;6;6;6;2024-01-06 06:21:00.966;2024-01-06 06:23:53.067;2;2;98;47;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;96.2;0.71777;1.01878;0.63;0.71777;24.627;33.3895;96.2;8.013;108.039;40.011;24.146;0;0.402433333333333;13.865;2;148.044;152.04;508.153;39.958;0;12.048;197.864;9.809;96.2;;;;0;;96.2;;;;;;;;;96.2;;;;96.2;;0;;;;;96.2;6;11679;0;0;0;0;0.98436
579486;35;28;1421;617012;11679;4;;;6;6;6;2024-01-06 06:25:57.257;2024-01-06 06:28:21.452;2;2;15;47;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;89.1;0.60444;0.99206;1.12;0.60444;28.1165;27.1765;89.1;8.002;192.058;54.016;4.091;0;0.0681833333333333;13.916;36.009;138.037;128.038;552.161;23.855;0;8.155;296.291;104.238;89.1;;;;0;;89.1;;;;;;;;;89.1;;;;89.1;;0;;;;;89.1;5;11679;0;0;0;0;0.98521
579487;66;29;1438;617009;11680;2;;;6;6;6;2024-01-06 06:28:39.087;2024-01-06 06:32:11.145;2;2;55;23;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;96.9;0.31166;0.25019;0.58333;0.31166;14.996;13.886;96.9;4;100.026;30.027;14.278;0;0.237966666666667;13.749;2;218.053;66.019;624.171;64.007;0;142.039;473.206;225.126;96.9;;;;0;96.9;;;;;96.9;;;;;96.9;;;;0;;96.9;;;;;;5;11680;0;0;96.9;96.9;0.27819
579488;34;29;1438;617009;11680;2;;;6;6;6;2024-01-06 06:33:50.038;2024-01-06 06:37:56.083;2;2;45;23;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;89.5;0.36833;0.25372;0.595;0.36833;11.754;12.847;89.5;3.999;102.008;80.017;2.1;0;0.035;19.904;58.013;176.031;78.009;638.105;34.004;0;164.037;310.951;54.903;89.5;;;;0;89.5;;;;;89.5;;;;;89.5;;;;0;;89.5;;;;;;4;11680;0;0;89.5;89.5;0.29099
579489;32;28;1421;617012;11679;4;;;6;6;6;2024-01-06 06:31:17.134;2024-01-06 06:34:11.195;2;2;98;47;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;95.6;0.72722;1.03354;0.60666;0.72722;24.4545;34.375;95.6;8.005;104.051;200.047;14.1;0;0.235;0.05;185.897;96.023;154.054;616.192;42.01;0;12.002;319.877;23.807;95.6;;;;0;;95.6;;;;;;;;;95.6;;;;95.6;;0;;;;;95.6;4;11679;0;0;0;0;0.97992
579490;35;28;1421;617012;11679;4;;;6;6;6;2024-01-06 06:34:59.409;2024-01-06 06:37:57.449;2;2;15;47;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;98;0.72722;1.01937;1.05;0.72722;24.2355;24.9135;98;5.999;180.034;70.016;18.093;0;0.30155;0.112;51.811;112.028;154.037;584.124;44.006;0;18.004;222.275;40.231;98;;;;0;;98;;;;;;;;;98;;;;98;;0;;;;;98;5;11679;0;0;0;0;0.9949
579491;66;29;1438;617009;11680;2;;;6;6;6;2024-01-06 06:38:49.251;2024-01-06 06:42:57.341;2;2;55;23;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;92.3;0.32111;0.24611;1.49333;0.32111;14.0795;11.2705;92.3;8.002;256.911;126.03;6.107;0;0.101783333333333;15.895;104.028;108.043;68.034;837.103;98.029;0;172.054;299.213;65.14;92.3;;;;0;92.3;;;;;92.3;;;;;92.3;;;;0;;92.3;;;;;;4;11680;0;0;92.3;92.3;0.06313
579492;32;28;1421;617012;11679;4;;;6;6;6;2024-01-06 06:41:31.338;2024-01-06 06:43:59.531;2;2;98;47;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;94;0.60444;0.99622;0.63;0.60444;28.348;31.5965;94;8.004;108.031;98.021;24.083;0;0.401383333333333;0.081;73.857;196.061;128.075;584.217;33.911;0;12.114;391.929;97.847;94;;;;0;;94;;;;;;;;;94;;;;94;;0;;;;;94;8;11679;0;0;0;0;0.93785
579493;34;29;1438;617009;11680;2;;;6;6;6;2024-01-06 06:45:12.164;2024-01-06 06:48:02.191;2;2;45;23;2024-01-05;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;96.1;0.37777;0.2746;2.07083;0.37777;12.7935;12.0625;96.1;8.002;355.34747;78.015;2.071;0;0.0345166666666667;17.929;58.015;222.054;80.018;863.45047;38.007;0;82.007;382.913;82.844;96.1;;;;0;96.1;;;;;96.1;;;;;96.1;;;;0;;96.1;;;;;;4;11680;0;0;96.1;96.1;0.28351
579494;35;28;1421;617012;11679;4;;;7;6;7;2024-01-06 06:44:43.527;2024-01-06 07:01:56.758;1;2;15;47;2024-01-06;2024-01-05;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;102.6;1.46861;0.96165;0.86333;1.46861;20.5165;24.449;102.6;2.017;148.014;72.019;22.216;0;0.370266666666667;13.794;36.009;110.019;311.405;695.48;30.004;0;22.002;192.189;10.151;102.6;;;;0;;102.6;;;;;;;;;102.6;;;;102.6;;0;;;;;102.6;5;11679;0;0;0;0;0.97508
579495;32;28;1421;617023;11679;4;;;7;7;7;2024-01-06 07:04:49.714;2024-01-06 07:07:19.751;1;1;74;82;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;91.6;0.62333;1.00867;0.68833;0.62333;27.9065;29.998;91.6;7.999;118.043;98.524;16.121;0;0.268683333333333;0.068;443.083457;226.052;132.037;977.410457;24.006;0;10.001;405.271;80.695;91.6;;;;0;;91.6;;;;;;;;;91.6;;;;91.6;;0;;;;;91.6;7;11679;0;0;0;0;0.96537
579496;66;29;1438;617009;11680;2;;;7;7;7;2024-01-06 07:02:18.835;2024-01-06 07:04:42.885;1;1;66;42;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;95.5;0.34;0.26773;0.88666;0.34;13.845;13.431;95.5;10.015;152.026;28.005;6.054;0;0.1009;19.95;2.001;202.034;72.019;564.12;38.005;0;62.016;466.647318;236.608318;95.5;;;;0;95.5;;;;;95.5;;;;;95.5;;;;0;;95.5;;;;;;6;11680;0;0;95.5;95.5;0.31157
579497;34;29;1438;617009;11680;2;;;7;7;7;2024-01-06 07:07:00.381;2024-01-06 07:10:46.423;1;1;67;42;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;100.4;0.40611;0.25681;0.57166;0.40611;11.5245;12.0785;100.4;7.995;98.014;92.01;14.921;0;0.248683333333333;29.087;48.002;150.024;86.018;602.096;36.006;0;132.029;281.546;39.512;100.4;;;;0;100.4;;;;;100.4;;;;;100.4;;;;0;;100.4;;;;;;4;11680;0;0;100.4;100.4;0.30197
579498;35;28;1421;617023;11679;4;;;7;7;7;2024-01-06 07:08:24.811;2024-01-06 07:11:02.824;1;1;62;82;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;89.8;0.65166;1.01663;0.96833;0.65166;26.8635;25.0915;89.8;2;166.012;112.02;20.065;0;0.334416666666667;17.938;74.017;98.015;138.013;562.066;28.006;0;18;215.097;5.062;89.8;;;;0;;89.8;;;;;;;;;89.8;;;;89.8;;0;;;;;89.8;4;11679;0;0;0;0;1.01651
579499;66;29;1438;617009;11680;2;;;7;7;7;2024-01-06 07:12:02.959;2024-01-06 07:16:10.992;1;1;66;42;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;98;0.40611;0.29285;0.56;0.40611;12.4215;15.252;98;8.001;96.025;32.007;4.059;0;0.06765;25.946;2.002;218.036;86.016;634.105;40.004;0;154.016;302.578;52.535;98;;;;0;98;;;;;98;;;;;98;;;;0;;98;;;;;;6;11680;0;0;98;98;0.26289
579500;32;28;1421;617023;11679;4;;;7;7;7;2024-01-06 07:13:47.884;2024-01-06 07:16:03.984;1;1;74;82;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;95.5;0.55722;0.9837;0.71166;0.55722;30.606;29.75;95.5;4.002;122.042;36.004;18.065;0;0.301083333333333;0.116;17.823;210.08;118.031;534.169;29.943;0;14.067;323.073;76.989;95.5;;;;0;;95.5;;;;;;;;;95.5;;;;95.5;;0;;;;;95.5;8;11679;0;0;0;0;0.99027
579501;34;29;1438;617009;11680;2;;;7;7;7;2024-01-06 07:17:22.487;2024-01-06 07:21:30.553;1;1;67;42;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;95.8;0.37777;0.26055;0.71166;0.37777;11.8845;10.745;95.8;14.002;122.027;80.016;2.37;0;0.0395;21.636;56.01;182.028;80.025;652.14;20.003;0;154.039;319.528;57.484;95.8;;;;0;95.8;;;;;95.8;;;;;95.8;;;;0;;95.8;;;;;;4;11680;0;0;95.8;95.8;0.32051
579502;35;28;1421;617023;11679;4;;;7;7;7;2024-01-06 07:17:28.871;2024-01-06 07:20:00.893;1;1;62;82;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;85.9;0.61388;0.97648;1.05;0.61388;27.554;27.375;85.9;10.004;180.032;54.002;2.064;0;0.0344;15.936;36.002;138.027;130.016;556.09;32.007;0;12.002;220.987;28.958;85.9;;;;0;;85.9;;;;;;;;;85.9;;;;85.9;;0;;;;;85.9;4;11679;0;0;0;0;1.00989
579503;66;29;1438;617009;11680;2;;;7;7;7;2024-01-06 07:23:01.092;2024-01-06 07:27:25.133;1;1;66;42;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;99.2;0.38722;0.29048;0.53666;0.38722;12.894;12.8075;99.2;7.999;92.016;44.018;18.089;0;0.301483333333333;23.929;2;230.053;82.014;666.137;36.009;0;174.028;338.605;64.534;99.2;;;;0;99.2;;;;;99.2;;;;;99.2;;;;0;;99.2;;;;;;6;11680;0;0;99.2;99.2;0.30446
579504;32;28;1421;617023;11679;4;;;7;7;7;2024-01-06 07:22:10.023;2024-01-06 07:24:42.131;1;1;74;82;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;86.9;0.64222;1.01493;0.86333;0.64222;27.198;24.691;86.9;1.999;148.048;18.004;2.154;0;0.0359;13.849;2.001;196.05;136.054;548.173;33.963;0;14.055;281.152;67.098;86.9;;;;0;;86.9;;;;;;;;;86.9;;;;86.9;;0;;;;;86.9;5;11679;0;0;0;0;1.00117
579505;35;28;1421;617023;11679;4;;;7;7;7;2024-01-06 07:26:42.968;2024-01-06 07:29:26.983;1;1;62;82;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;95.2;0.65166;1.00161;0.71166;0.65166;26.6165;29.7965;95.2;8.002;122.015;56.008;2.089;0;0.0348166666666667;13.912;40.007;134.028;138.011;520.073;44.007;0;18.002;272.945;82.909;95.2;;;;0;;95.2;;;;;;;;;95.2;;;;95.2;;0;;;;;95.2;4;11679;0;0;0;0;0.97708
579506;34;29;1438;617009;11680;2;;;7;7;7;2024-01-06 07:27:54.64;2024-01-06 07:33:16.684;1;1;67;42;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;94.5;0.44388;0.25434;0.54833;0.44388;10.4235;12.841;94.5;10.001;94.025;74.022;2.136;0;0.0356;19.869;52.017;168.035;94.011;676.128;18.002;0;218.032;293.548;51.491;94.5;;;;0;94.5;;;;;94.5;;;;;94.5;;;;0;;94.5;;;;;;4;11680;0;0;94.5;94.5;0.29671
579507;32;28;1421;617023;11679;4;;;7;7;7;2024-01-06 07:31:38.212;2024-01-06 07:34:04.291;1;1;74;82;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;86.5;0.61388;1.05788;1.225;0.61388;29.7265;17.506;86.5;8.001;210.058;24.013;10.064;0;0.167733333333333;0.062;13.887;210.057;130.033;618.172;27.965;0;8.045;295.244;61.174;86.5;;;;0;;86.5;;;;;;;;;86.5;;;;86.5;;0;;;;;86.5;6;11679;0;0;0;0;0.98349
579508;66;29;1438;617009;11680;2;;;7;7;7;2024-01-06 07:34:05.222;2024-01-06 07:44:59.329;1;1;66;42;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;95.5;0.29277;0.2394;0.39666;0.29277;14.169;16.693;95.5;6.001;68.019;26.005;4.198;0;0.0699666666666667;19.805;2.002;246.059;62.009;1028.192;34.002;0;586.097;370.582;98.518;95.5;;;;0;95.5;;;;;95.5;;;;;95.5;;;;0;;95.5;;;;;;6;11680;0;0;95.5;95.5;0.30793
579509;35;28;1421;617023;11679;4;;;7;7;7;2024-01-06 07:37:43.039;2024-01-06 07:40:15.063;1;1;62;82;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;85.4;0.61388;0.99356;0.84;0.61388;27.864;25.355;85.4;6.001;144.019;200.018;18.074;0;0.301233333333333;33.932;148.012;130.016;130.02;648.08;22.003;0;16.003;364.827;34.793;85.4;;;;0;;85.4;;;;;;;;;85.4;;;;85.4;;0;;;;;85.4;4;11679;0;0;0;0;0.98423
579510;34;29;1438;617009;11680;2;;;7;7;7;2024-01-06 07:39:46.76;2024-01-06 07:49:00.84;1;1;67;42;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;95.7;0.41555;0.21692;0.79333;0.41555;9.432;9.1195;95.7;284.032;136.023;102.018;10.06;0;0.167666666666667;29.954;62.004;176.031;88.021;988.154;20.002;0;182.027;341.538;63.489;95.7;;;;0;95.7;;;;;95.7;;;;;95.7;;;;0;;95.7;;;;;;4;11680;0;0;95.7;95.7;0.2928
579511;32;28;1421;617023;11679;4;;;7;7;7;2024-01-06 07:41:58.394;2024-01-06 07:44:38.605;1;1;74;82;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;93;0.68;0.9827;0.86333;0.68;24.9745;25.3285;93;2;148.048;46.014;24.103;0;0.401716666666667;13.91;8.001;190.066;144.03;572.164;27.825;0;14.181;255.355;19.275;93;;;;0;;93;;;;;;;;;93;;;;93;;0;;;;;93;7;11679;0;0;0;0;1.02565
579512;35;28;1421;617023;11679;4;;;7;7;7;2024-01-06 07:46:55.118;2024-01-06 07:49:23.183;1;1;62;82;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;84.3;0.60444;0.99236;1.03833;0.60444;28.1495;23.8085;84.3;2;178.031;136.023;20.053;0;0.334216666666667;17.954;98.016;98.01;128.027;592.099;31.97;0;18.038;296.724;62.691;84.3;;;;0;;84.3;;;;;;;;;84.3;;;;84.3;;0;;;;;84.3;5;11679;0;0;0;0;1.0369
579513;66;29;1438;617009;11680;2;;;7;7;7;2024-01-06 07:51:01.398;2024-01-06 07:54:07.434;1;1;66;42;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97.9;0.27388;0.24327;0.68833;0.27388;15.216;15.173;97.9;8.001;118.024;22.005;2.227;0;0.0371166666666667;17.778;2;238.043;58.016;598.118;34.01;0;120.019;674.638;414.59;97.9;;;;0;97.9;;;;;97.9;;;;;97.9;;;;0;;97.9;;;;;;6;11680;0;0;97.9;97.9;0.29757
579514;32;28;1421;617023;11679;4;;;7;7;7;2024-01-06 07:51:56.545;2024-01-06 07:54:36.588;1;1;74;82;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;101.4;0.67055;1.0336;0.805;0.67055;26.59;26.9825;101.4;8.002;138.021;18.005;2.072;0;0.0345333333333333;13.932;2.001;244.062;142.04;588.138;28.007;0;10.001;301.427;39.36;101.4;;;;0;;101.4;;;;;;;;;101.4;;;;101.4;;0;;;;;101.4;6;11679;0;0;0;0;1.01519
579515;34;29;1438;617009;11680;2;;;7;7;7;2024-01-06 07:55:42.918;2024-01-06 07:59:10.969;1;1;67;42;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.527448;36.1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;96.2;0.40611;0.23516;0.72333;0.40611;11.293;10.274;96.2;10;124.02;84.019;2.242;0;0.0373666666666667;21.764;60.013;162.034;86.013;598.128;20.004;0;112.038;281.52;35.467;96.2;;;;0;96.2;;;;;96.2;;;;;96.2;;;;0;;96.2;;;;;;4;11680;0;0;96.2;96.2;0.2727
579516;35;28;1421;617023;11679;4;;;7;7;7;2024-01-06 07:56:07.208;2024-01-06 07:58:55.24;1;1;62;82;2024-01-06;2024-01-06;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;93;0.68944;1.02223;0.81666;0.68944;25.554;25.4755;93;6.002;140.021;68.01;2.075;0;0.0345833333333333;17.929;48.006;126.014;146.029;524.08;22.003;0;16.001;250.663;56.639;93;;;;0;;93;;;;;;;;;93;;;;93;;0;;;;;93;5;11679;0;0;0;0;0.97555
