Control Sense Id;Id equipment hauling;Id equipment loading;Id location dump;Id location load;Id polygon;Id material;Id crew hauling;Id crew loading;Hour hauling;Hour loading;Hour Dumping;Time loading;Time Dumping;Shift hauling;Shift loading;Id employee hauling;Id employee loading;Date cube hauling;Date cube loading;Ley Bloque Au;Ley Bloque Cu;Ley Bloque Sec;Ley Bloque CUSS;Ley Bloque OX;Ley Bloque AUPPM;Ley Bloque AGPPM;Ley Bloque MOPCT;Ley Bloque PBPCT;Ley Bloque FEPCT;Ley Bloque ZNPCT;Ley Bloque SPCT;Ley Bloque CAPCT;Ley Bloque HIGZN;Ley Bloque ASPPM;Ley Bloque REL;Ley Bloque RQD;Ley Bloque RMR;Ley Bloque IS;Ley Bloque MINZ;Ley Bloque KAOLI;Ley Bloque EXPCL;Ley Bloque TOTCL;Ley Bloque CPCT;Ley Bloque HUMC;Ley Bloque PIROF;Ley Bloque CLORI;Ley Bloque AP;Ley Bloque NP;Ley Bloque RECCU;Ley Bloque SPI;Ley Bloque BWI;Ley Bloque FP;Ley Bloque UCS;Ley Polígono Au;Ley Polígono Cu;Ley Polígono Sec;Ley Polígono CUSS;Ley Polígono OX;Ley Polígono AUPPM;Ley Polígono AGPPM;Ley Polígono MOPCT;Ley Polígono PBPCT;Ley Polígono FEPCT;Ley Polígono ZNPCT;Ley Polígono SPCT;Ley Polígono CAPCT;Ley Polígono HIGZN;Ley Polígono ASPPM;Ley Polígono REL;Ley Polígono RQD;Ley Polígono RMR;Ley Polígono IS;Ley Polígono MINZ;Ley Polígono KAOLI;Ley Polígono EXPCL;Ley Polígono TOTCL;Ley Polígono CPCT;Ley Polígono HUMC;Ley Polígono PIROF;Ley Polígono CLORI;Ley Polígono AP;Ley Polígono NP;Ley Polígono RECCU;Ley Polígono SPI;Ley Polígono BWI;Ley Polígono FP;Ley Polígono UCS;Es reportable-producción;Es reportable-tiempos;Toneladas de sensor;EFH cargado;Distancia real cargado;EFH Vacío (Km);EFH Cargado (Km);Velocidad Cargado (Km/h);Velocidad Vacío (Km/h);Toneladas de sensor cargadas;Ciclo Acarreo (8): Tiempo Cola en Descarga (s);Ciclo Acarreo (1): Tiempo Viajando Vacío (s);Ciclo Carguío (3): Tiempo Spot (s);Ciclo Acarreo (3): Tiempo Listo Para Cuadrarse (s);Ciclo Acarreo (10): Tiempo Listo Para Descarga (s);Tiempo queue en minutos total;Ciclo Acarreo (4): Tiempo Cuadrando (s);Ciclo Acarreo (5): Tiempo Cuadrado (s);Ciclo Acarreo (6): Tiempo Cargando (s);Ciclo Acarreo (7): Tiempo Acarreando (s);Ciclo Acarreo (0): Tiempo Total Ciclo (s);Ciclo Acarreo (11): Tiempo Descargando (s);Ciclo Acarreo (2): Tiempo Llegada (queue) (s);Ciclo Acarreo (9): Tiempo Retrocediendo (s);Ciclo Carguío (0): Tiempo Total Ciclo (s);Ciclo Carguío (2): Tiempo Hang (s);Toneladas de sensor reales;null;Toneladas Inpit Waste ;Toneladas Inpit Ore ;Toneladas Prime Ore ;Toneladas Medium Grade Rehandle ;Toneladas Prime Waste ;Toneladas Low Grade Rehandle ;Toneladas Medium Grade Crusher ;Toneladas Low Grade Crusher ;Toneladas Rehandle Ore ;Toneladas Rehandle Waste ;Toneladas Low Grade Stock ;Toneladas High Grade Crusher ;Toneladas Mineral To Pad Crusher ;Total Toneladas Without Inpit ;Toneladas Mineral To Pad Rehandle ;Toneladas Mineral To Pad Stock ;Toneladas High Grade Stock ;Toneladas Moved Stock ;Toneladas Moved Crusher ;Toneladas Moved Rehandle ;Toneladas High Grade Rehandle ;Toneladas Medium Grade Stock ;Toneladas Sterile Crusher ;Toneladas Sterile Rehandle ;Toneladas Sterile Stock ;Número de pases;Polígono HPGPS;Toneladas ROM To Crusher;Toneladas Mineral To Stock;Toneladas Stock Piles To Crusher;Toneladas Ore To Crusher;Distancia real vacío
583631;34;29;1362;617666;11716;4;;;1;0;0;2024-01-16 00:57:42.273;2024-01-16 00:59:44.383;2;2;4;96;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.07;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;88.6;0.50055;0.69484;5.65833;0.50055;23.63;21.051;88.6;2.005;966.980871;122.021;52.317;0;0.87195;15.692;54.012;172.029;106.014;1405.062871;21.922;0;14.091;302.466;8.416;88.6;;;;0;;88.6;;;;;;;;;88.6;;;;88.6;;0;;;;;88.6;4;11716;0;0;0;0;0.09131
583632;36;28;1438;617661;11723;2;;;1;0;1;2024-01-16 00:57:49.494;2024-01-16 01:01:11.544;2;2;2;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;95.6;0.85;0.71966;1.75;0.85;14.5825;19.4005;95.6;8.003;300.078;106.026;16.07;0;0.267833333333333;13.939;76.017;122.032;180.04;772.187;42.001;0;14.007;249.912;21.854;95.6;;;;0;;;;;;;;;;;95.6;;;;0;;0;;;;;;4;11723;0;0;0;0;0.74861
583633;31;29;1362;617666;11716;4;;;1;1;1;2024-01-16 01:02:29.897;2024-01-16 01:04:33.914;2;2;104;96;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.07;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.48166;0.72941;3.1325;0.48166;25.87;23.751;97;6.002;536.970227;55.583;33.675;0;0.601683333333333;15.904;6.004;232.041;102.011;971.041227;20.004;2.426;16.004;287.624;0;0;;;;0;;97;;;;;;;;;97;;;;97;;0;;;;;97;7;11716;0;0;0;0;0.63783
583634;35;28;1301;617661;11721;3;;;1;1;1;2024-01-16 01:01:56.28;2024-01-16 01:07:00.322;2;2;112;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;91.4;1.30333;1.12681;1.35333;1.30333;15.009;20.547;91.4;6.001;232.052;63.336063;12.114;0;0.2019;21.891;29.331063;128.698937;276.038;758.137;30.008;0;22.003;246.786;54.751;91.4;;;;91.4;;;;;;;;91.4;;;91.4;;;;91.4;;0;;;;;;7;11721;0;91.4;0;0;1.21971
583636;66;28;1438;617661;11723;2;;;1;1;1;2024-01-16 01:06:27.724;2024-01-16 01:09:51.764;2;2;1;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;98.8;0.80277;0.72673;1.66833;0.80277;15.666;22.431;98.8;6;286.058;44.006;28.147;0;0.469116666666667;13.857;2.002;200.041;170.034;760.157;26.012;0;28.006;271.444;27.397;98.8;;;;0;;;;;;;;;;;98.8;;;;0;;0;;;;;;7;11723;0;0;0;0;0.72749
583638;36;28;1438;617661;11723;2;;;1;1;1;2024-01-16 01:10:35.647;2024-01-16 01:14:11.687;2;2;2;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;102.2;0.89722;0.72599;1.65666;0.89722;14.2275;19.9785;102.2;8;284.044;80.92375;12.261;0;0.20435;0.124;68.53875;141.10025;190.037;770.12;48.012;0;18.003;247.923;25.899;102.2;;;;0;;;;;;;;;;;102.2;;;;0;;0;;;;;;2;11723;0;0;0;0;0.72686
583639;35;28;1301;617667;11721;3;;;1;1;1;2024-01-16 01:14:34.421;2024-01-16 01:19:38.476;2;2;112;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;89.2;1.31277;1.13285;1.42333;1.31277;14.9795;22.228;89.2;4.002;244.046;62.04912;16.066;0;0.267766666666667;15.944;30.03912;129.98988;278.046;774.156;34.016;0;22.007;238.774;46.735;89.2;;;;89.2;;;;;;;;89.2;;;89.2;;;;89.2;;0;;;;;;7;11721;0;89.2;0;0;1.18737
583640;66;28;1438;617667;11723;2;;;1;1;1;2024-01-16 01:19:27.92;2024-01-16 01:22:43.951;2;2;1;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;94.3;0.82166;0.73449;1.855;0.82166;15.564;19.4255;94.3;2;318.093;46.008;10.135;0;0.168916666666667;0.167;35.706;218.078;174.029;806.218;28.008;0;20.002;293.499;29.413;94.3;;;;0;;;;;;;;;;;94.3;;;;0;;0;;;;;;8;11723;0;0;0;0;0.73758
583641;36;28;1438;617667;11723;2;;;1;1;1;2024-01-16 01:23:27.788;2024-01-16 01:27:15.821;2;2;2;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;105.6;0.94444;0.72826;1.785;0.94444;13.6275;20.045;105.6;6.002;306.05;110.025;22.148;0;0.369133333333333;13.864;74.013;114.02;200.025;790.134;32.006;0;22.006;239.868;15.823;105.6;;;;0;;;;;;;;;;;105.6;;;;0;;0;;;;;;4;11723;0;0;0;0;
583642;35;28;1301;617667;11721;3;;;1;1;1;2024-01-16 01:28:00.61;2024-01-16 01:33:04.654;2;2;112;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;89.8;1.275;1.11691;1.07333;1.275;15.223;23.947;89.8;8.001;184.03;90.048;26.099;0;0.434983333333333;25.923;38.026;134.024;270.039;728.151;16.005;0;26.004;272.822;48.75;89.8;;;;89.8;;;;;;;;89.8;;;89.8;;;;89.8;;0;;;;;;4;11721;0;89.8;0;0;1.18824
583643;66;28;1301;617667;11721;3;;;1;1;1;2024-01-16 01:32:30.141;2024-01-16 01:37:18.247;2;2;1;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;1.22777;1.13198;1.06166;1.22777;16.0095;24.2015;97;10.001;182.039;44.01;22.106;0;0.368433333333333;15.903;6.001;196.079;260.092;734.244;24.01;0;18.013;269.531;29.442;97;;;;97;;;;;;;;97;;;97;;;;97;;0;;;;;;6;11721;0;97;0;0;1.16103
583644;31;59;1438;617378;11720;2;;;1;1;1;2024-01-16 01:30:42.28;2024-01-16 01:32:06.298;2;2;104;109;2024-01-15;2024-01-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52741;36.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.28333;0.34995;1.61;0.28333;21.2795;11.73;97;8.007;276.053;8.51;8.235;0;0.13725;0.136;0.139;49.51;60.012;452.099;34.008;0;15.999;3541.069036;3483.049036;0;;;;0;97;;;;;97;;;;;97;;;;0;;97;;;;;;;;0;0;97;97;0.3764
583645;34;59;1438;617378;11720;2;;;1;1;1;2024-01-16 01:37:24.728;2024-01-16 01:38:52.742;2;2;4;109;2024-01-15;2024-01-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52741;36.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;93;0.30222;0.31515;0.42;0.30222;18.097;18.2415;93;8.001;72.017;12.062419;4.022817;0;0.06704695;4.022816;4.016786;297.996581;64.006;508.094;38.004;0;16.007;402.448;92.389;93;;;;0;93;;;;;93;;;;;93;;;;0;;93;;;;;;;;0;0;93;93;0.35196
583647;36;28;1301;617667;11721;3;;;1;1;1;2024-01-16 01:36:13.909;2024-01-16 01:41:21.932;2;2;2;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;91.5;1.36;1.14136;1.06166;1.36;14.588;24.1515;91.5;4.001;182.041;108.015;14.061;0;0.23435;15.946;78.008;92.017;288.021;722.1;32.004;0;16.001;223.768;23.736;91.5;;;;91.5;;;;;;;;91.5;;;91.5;;;;91.5;;0;;;;;;3;11721;0;91.5;0;0;1.16264
583648;35;28;1301;617667;11721;3;;;1;1;1;2024-01-16 01:40:30.737;2024-01-16 01:46:06.808;2;2;112;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;102.3;1.46388;1.16378;1.06166;1.46388;13.84;24.1445;102.3;2;182.023;119.428695;26.058;0;0.4343;21.951;71.419695;126.619305;310.064;786.145;22.003;0;24.007;256.828;10.78;102.3;;;;102.3;;;;;;;;102.3;;;102.3;;;;102.3;;0;;;;;;5;11721;0;102.3;0;0;1.18285
583649;31;59;1438;617378;11720;2;;;1;1;1;2024-01-16 01:45:08.438;2024-01-16 01:46:34.445;2;2;104;109;2024-01-15;2024-01-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52741;36.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.32111;0.36251;2.765;0.32111;19.381;13.3045;97;2.001;474.072;56.468003;33.7;0;0.70115;0.042;22.726003;407.241997;68.006;1066.164;34.006;8.369;16;463.71;0;0;;;;0;97;;;;;97;;;;;97;;;;0;;97;;;;;;;;0;0;97;97;0.3606
583650;34;59;1438;617378;11720;2;;;1;1;1;2024-01-16 01:54:56.905;2024-01-16 01:56:18.926;2;2;4;109;2024-01-15;2024-01-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52741;36.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;86.6;0.24555;0.32669;1.435;0.24555;22.951;14.0785;86.6;8.001;246.059;278.412;0;0;0.0344333333333333;0.051;541.97;310.055;52.018;1218.227;36.005;2.066;22.002;588.467;0;86.6;;;;0;86.6;;;;;86.6;;;;;86.6;;;;0;;86.6;;;;;;;;0;0;86.6;86.6;0.37135
583651;66;28;1301;617667;11721;3;;;1;1;1;2024-01-16 01:45:10.36;2024-01-16 01:49:46.394;2;2;1;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;92.4;1.19;1.12556;1.65666;1.19;16.3385;19.0305;92.4;6;284.036;78.014;2.119;0;0.0353166666666667;0.078;75.817;188.05;252.03;848.136;22.002;0;18.004;279.623;13.559;92.4;;;;92.4;;;;;;;;92.4;;;92.4;;;;92.4;;0;;;;;;6;11721;0;92.4;0;0;1.22517
583652;36;28;1301;617667;11721;3;;;1;1;1;2024-01-16 01:49:24.026;2024-01-16 01:54:30.058;2;2;2;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;89.2;1.34111;1.14836;1.12;1.34111;14.825;23.8405;89.2;2.001;192.023;155.649;61.738;0;1.26868333333333;17.894;76.017;98.017;284.029;792.109;26.005;14.383;20.002;253.666;0;89.2;;;;89.2;;;;;;;;89.2;;;89.2;;;;89.2;;0;;;;;;4;11721;0;89.2;0;0;1.19386
583653;35;28;1301;617667;11721;3;;;1;1;1;2024-01-16 01:53:52.887;2024-01-16 01:59:00.936;2;2;112;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;93;1.36;1.1398;1.24833;1.36;14.5195;23.6055;93;1.999;214.035;126.029;36.072;0;0.6012;19.938;70.019;136.024;288.046;808.14;24.003;0;18.004;268.861;6.808;93;;;;93;;;;;;;;93;;;93;;;;93;;0;;;;;;4;11721;0;93;0;0;1.19616
583654;66;28;1438;617667;11723;2;;;2;1;2;2024-01-16 01:58:04.48;2024-01-16 02:01:18.515;2;2;1;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;95.6;0.765;0.70383;0.63;0.765;15.9425;24.545;95.6;6.001;108.026;32.009;4.059;0;0.06765;19.947;8.003;160.039;162.024;530.112;36.003;0;26.01;251.593;59.545;95.6;;;;0;;;;;;;;;;;95.6;;;;0;;0;;;;;;5;11723;0;0;0;0;0.73261
583655;31;59;1438;617378;11720;2;;;2;2;2;2024-01-16 02:01:20.573;2024-01-16 02:02:42.595;2;2;104;109;2024-01-15;2024-01-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52741;36.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.31166;0.35551;1.855;0.31166;19.726;18.2255;97;8;318.071;90.012;54.987482;0;0.916458033333333;9.021518;26.003;288.038;66.013;812.151;34.008;0;8.009;383.668;5.618;0;;;;0;97;;;;;97;;;;;97;;;;0;;97;;;;;;;;0;0;97;97;0.35599
583656;36;28;1438;617667;11723;2;;;2;2;2;2024-01-16 02:02:28.124;2024-01-16 02:05:46.176;2;2;2;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;88.3;0.78388;0.69539;0.84;0.78388;15.3835;18.6055;88.3;6.003;144.015;103.957876;68.112;0;1.1352;19.902;15.943876;156.080124;166.038;636.109;34.004;0;26.011;263.644;3.606;88.3;;;;0;;;;;;;;;;;88.3;;;;0;;0;;;;;;7;11723;0;0;0;0;0.7289
583657;34;59;1438;617378;11720;2;;;2;2;2;2024-01-16 02:07:31.056;2024-01-16 02:09:11.067;2;2;20;109;2024-01-15;2024-01-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52741;36.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;99.2;0.34944;0.36029;1.91333;0.34944;17.815;12.893;99.2;9.999;328.08;78.435;25.194;0;0.746283333333333;0.069;53.172;292.048;74.012;856.166;38.009;19.583;16;370.483;0;99.2;;;;0;99.2;;;;;99.2;;;;;99.2;;;;0;;99.2;;;;;;;;0;0;99.2;99.2;0.36705
583658;35;28;1301;617667;11721;3;;;2;2;2;2024-01-16 02:06:51.043;2024-01-16 02:12:01.1;2;2;112;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;98;1.34111;1.14779;1.14333;1.34111;14.8625;22.4435;98;14.002;196.025;118.027;30.096;0;0.5016;17.914;70.017;114.042;284.052;774.168;36.017;0;12.003;262.919;30.85;98;;;;98;;;;;;;;98;;;98;;;;98;;0;;;;;;5;11721;0;98;0;0;1.20302
583659;66;28;1301;617667;11721;3;;;2;2;2;2024-01-16 02:10:36.634;2024-01-16 02:15:04.675;2;2;1;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;93.1;1.19;1.13483;2.28666;1.19;16.4725;20.7705;93.1;2;392.087;49.559;0;0;0.0342833333333333;0.047;235.954;176.032;252.038;1108.22;34.002;2.057;14.003;225.591;0;93.1;;;;93.1;;;;;;;;93.1;;;93.1;;;;93.1;;0;;;;;;7;11721;0;93.1;0;0;1.19073
583660;31;59;1438;617378;11720;2;;;2;2;2;2024-01-16 02:15:16.771;2024-01-16 02:16:48.802;2;2;104;109;2024-01-15;2024-01-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52741;36.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.29277;0.34735;1.61;0.29277;20.2;16.5205;97;4;276.064;156.155;156.067;0;2.60111666666667;0.044;0.044;245.942;62.018;812.204;42.012;0;26.013;465.715;63.618;0;;;;0;97;;;;;97;;;;;97;;;;0;;97;;;;;;;;0;0;97;97;0.35631
583661;36;28;1301;617667;11721;3;;;2;2;2;2024-01-16 02:14:56.257;2024-01-16 02:20:32.303;2;2;2;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;101.6;1.49222;1.16327;1.98333;1.49222;13.446;20.865;101.6;6.002;340.061;115.595;27.917;0;2.33926666666667;13.672;74.006;144.028;316.043;1074.173;26.004;112.439;14.001;259.623;0;101.6;;;;101.6;;;;;;;;101.6;;;101.6;;;;101.6;;0;;;;;;4;11721;0;101.6;0;0;1.15151
583662;34;59;1438;617378;11720;2;;;2;2;2;2024-01-16 02:17:37.5902;2024-01-16 02:23:27.291;2;2;20;109;2024-01-15;2024-01-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52741;36.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;88.9;0.27388;0.33072;6.79;0.27388;20.739;12.0215;88.9;2.001;1158.692;137.637255;20.0635;0;0.334391666666667;20.0635;97.510255;2.796945;327.6798;1680.844;32.017;0;20.02;140.8192;0.385;88.9;;;;0;88.9;;;;;88.9;;;;;88.9;;;;0;;88.9;;;;;;;;0;0;88.9;88.9;0.03852
583663;35;28;1301;617667;11721;3;;;2;2;2;2024-01-16 02:21:03.203;2024-01-16 02:26:43.261;2;2;112;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;100.5;1.51111;1.15674;1.23666;1.51111;13.451;23.0875;100.5;8;212.03;196.045;6.167;0;0.102783333333333;11.836;178.042;114.016;320.057;888.153;26.004;0;12.001;366.946;56.885;100.5;;;;100.5;;;;;;;;100.5;;;100.5;;;;100.5;;0;;;;;;5;11721;0;100.5;0;0;1.18369
583664;31;59;1438;617378;11720;2;;;2;2;2;2024-01-16 02:28:50.959;2024-01-16 02:30:13.008;2;2;104;109;2024-01-15;2024-01-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52741;36.062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;0.29277;0.34234;3.80333;0.29277;20.271;19.289;97;6.001;652.12;99.978938;93.562791;0;1.56572985;2.732809;3.302338;304.102062;62.008;1172.218;33.968;0.381;14.04;673.3688;269.2878;0;;;;0;97;;;;;97;;;;;97;;;;0;;97;;;;;;;;0;0;97;97;0.83123
583665;66;28;1301;617667;11721;3;;;2;2;2;2024-01-16 02:26:24.81;2024-01-16 02:32:30.907;2;2;116;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;102.4;1.22777;1.1216;2.96333;1.22777;15.9375;19.8075;102.4;34.01;508.095;58.019;36.188;0;0.603133333333333;19.832;1.999;196.027;260.039;1156.198;27.96;0;72.048;321.607;67.561;102.4;;;;102.4;;;;;;;;102.4;;;102.4;;;;102.4;;0;;;;;;6;11721;0;102.4;0;0;1.18676
583666;36;28;1301;617667;11721;3;;;2;2;2;2024-01-16 02:31:02.424;2024-01-16 02:40:40.601;2;2;2;28;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;102.7;2.57833;1.11467;1.20166;2.57833;13.0885;19.8545;102.7;10.007;206.047;140.029;38.068;0;0.634466666666667;19.944;82.017;124.027;546.08;1076.196;27.916;0;22.09;277.614;13.558;102.7;;;;102.7;;;;;;;;102.7;;;102.7;;;;102.7;;0;;;;;;4;11721;0;102.7;0;0;1.13768
583668;35;28;1301;617667;11721;3;;;2;2;2;2024-01-16 02:41:13.428;2024-01-16 02:46:31.481;2;2;112;85;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;99.8;1.32222;1.09042;0.96833;1.32222;14.3055;25.4365;99.8;10.001;166.041;494.957;0;0;0.03435;0.045;513.98;116.047;280.041;1146.233;30.006;2.061;28.011;611.004;0;99.8;;;;99.8;;;;;;;;99.8;;;99.8;;;;99.8;;0;;;;;;4;11721;0;99.8;0;0;1.14508
583669;66;28;1301;617667;11721;3;;;2;2;2;2024-01-16 02:45:23.015;2024-01-16 02:50:21.078;2;2;116;85;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;91.9;1.23722;1.1993;1.14333;1.23722;16.743;24.146;91.9;8.001;196.045;40.013;18.087;0;0.30145;19.927;1.999;196.04;262.058;762.163;32.002;0;28.004;249.587;13.534;91.9;;;;91.9;;;;;;;;91.9;;;91.9;;;;91.9;;0;;;;;;6;11721;0;91.9;0;0;1.30291
583670;31;60;1421;617654;11717;4;;;2;2;2;2024-01-16 02:50:17.188;2024-01-16 02:55:15.281;2;2;104;107;2024-01-15;2024-01-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;1.32222;1.45664;1.84916;1.32222;19.0135;27.411;97;6;317.315586;0.124;82.1;0;1.36833333333333;0.048;79.88;356.064;280.041;1169.455586;35.955;0;12.052;356.188;0;0;;;;0;;97;;;;;;;;;97;;;;97;;0;;;;;97;;;0;0;0;0;1.42093
583672;36;28;1301;617667;11721;3;;;2;2;2;2024-01-16 02:49:22.615;2024-01-16 02:55:16.669;2;2;21;85;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33;3.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;92.1;1.47333;1.18139;1.785;1.47333;13.8695;14.514;92.1;6.001;306.051;93.911023;25.63;0;1.23468333333333;11.935;56.346023;145.688977;312.044;1002.169;54.013;48.451;36.009;239.6;0;92.1;;;;92.1;;;;;;;;92.1;;;92.1;;;;92.1;;0;;;;;;5;11721;0;92.1;0;0;1.22761
583673;35;28;1438;617667;11723;2;;;2;2;2;2024-01-16 02:53:45.579;2024-01-16 02:57:27.636;2;2;112;85;2024-01-15;2024-01-15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;88.6;0.83111;0.67524;0.72333;0.83111;14.197;22.5695;88.6;10.002;124.033;108.027;50.236;0;0.837266666666667;23.785;34.006;130.024;176.035;606.145;22.004;0;36.02;262.964;24.913;88.6;;;;0;;;;;;;;;;;88.6;;;;0;;0;;;;;;4;11723;0;0;0;0;0.7386
